"entity_name","team_abbr","level","parent_org","total_vs_expected","net_for","net_against","n_challenges","n_overturns","n_confirms","rate_overturns","exp_chal","exp_chal_gained","exp_chal_lost","exp_rate_overturns","net_chal_gained","net_chal_lost","n_strikeouts_flip","n_walks_flip","exp_rate_challenges","exp_rate_challenges_diff","n_challenges_against","n_overturns_against","n_confirms_against","rate_overturns_against","exp_chal_against","exp_chal_gained_against","exp_chal_lost_against","exp_rate_overturns_against","net_chal_gained_against","net_chal_lost_against","n_strikeouts_flip_against","n_walks_flip_against","exp_rate_challenges_against","exp_rate_challenges_diff_against"
"Corbin Carroll","AZ","MLB","AZ",0.8843824168095547,2.04221871650643,1.1578362996968752,1,1,0,1,2.188195718451792,0.5729885009726808,1.6152072174791108,0.2618543195843952,0.4270114990273191,-1.6152072174791108,1,0,0.031712981426837566,-0.017220227803649162,5,4,1,0.8,4.09344257763605,2.9678031389695874,1.125639438666462,0.7250139907137734,1.032196861030413,-0.12563943866646207,1,1,0.025744921871924842,0.005701619008578304
"Carter Jensen","KC","MLB","KC",0.4875438558954852,2.012911397746938,1.5253675418514527,1,1,0,1,2.8788580702896844,0.9329733362713737,1.9458847340183116,0.32407757294457157,0.06702666372862637,-1.9458847340183116,0,0,0.04719439459491286,-0.03080095197196204,1,1,0,1,2.8419529948652373,1.1582927265068923,1.683660268358345,0.4075692766909459,-0.1582927265068923,-1.683660268358345,0,0,0.01691638687419784,-0.010964005921816889
"Will Benson","CIN","MLB","CIN",2.0238226254522305,1.9896609811544166,-0.03416164429781393,2,2,0,1,0.8182132555151049,0.4142761371803442,0.4039371183347607,0.5063180465336475,1.585723862819656,-0.4039371183347607,0,1,0.03557448937022195,0.05138203236890848,2,1,1,0.5,1.2503287464271577,0.6422451953624859,0.608083551064672,0.5136610648981045,0.35775480463751397,0.3919164489353279,0,0,0.016671049952362103,0.009995616714304564
"Randy Arozarena","SEA","MLB","SEA",1.8733868995535046,1.9753965416891528,0.10200964213564825,3,2,1,0.6666666666666666,3.670870945169556,1.347737201740201,2.3231337434293544,0.3671437165378064,0.6522627982597993,-1.3231337434293535,1,1,0.03707950449666218,-0.006776474193631877,5,3,2,0.6,4.703364602318869,2.8006774800916117,1.9026871222272594,0.5954625500882521,0.19932251990838876,0.0973128777727405,1,1,0.025151682365341547,0.0015862855490969567
"Jakob Marsee","MIA","MLB","MIA",1.6671240673834986,1.9587645221280034,0.29164045474450484,3,1,2,0.3333333333333333,4.305356901027428,0.6732961894497119,3.6320607115777155,0.15638568530498292,0.3267038105502882,-1.6320607115777153,0,0,0.03986441575025396,-0.012086637972476189,4,3,1,0.75,6.880471839801869,4.294415692528682,2.5860561472731884,0.6241455226495549,-1.2944156925286825,-1.5860561472731873,1,0,0.030310448633488408,-0.01268930325903907
"Mike Yastrzemski","ATL","MLB","ATL",0.5680335980032771,1.9573004766838231,1.389266878680546,1,1,0,1,1.9565833188521216,0.49964142108414916,1.4569418977679724,0.25536424453279927,0.5003585789158508,-1.4569418977679724,0,0,0.027557511533128472,-0.013473004490874952,2,2,0,1,3.4804863298475883,2.045609725583521,1.434876604264067,0.587736750476793,-0.04560972558352111,-1.434876604264067,0,0,0.02597377858095215,-0.011048405446623794
"Marcell Ozuna","PIT","MLB","PIT",0.31480640786943836,1.8805598976315727,1.5657534897621344,7,4,3,0.5714285714285714,4.071084036995634,1.5952620696820305,2.4758219673136037,0.39185191344251813,2.4047379303179692,0.5241780326863965,0,0,0.04789510631759569,0.034457834858874895,3,2,1,0.6666666666666666,2.3027278232163035,0.8684871667270844,1.434240656489219,0.37715580537609383,1.1315128332729156,-0.4342406564892187,0,0,0.01514952515273884,0.004587316952524319
"Carson Kelly","CHC","MLB","CHC",1.2092090386118826,1.858854252969353,0.6496452143574705,1,1,0,1,2.901139652464663,1.0211426997476547,1.8799969527170077,0.35197985001519766,-0.021142699747654814,-1.8799969527170077,0,0,0.05372480837897524,-0.03520628986045672,0,0,0,,1.8394519612899414,0.5949033734662355,1.244548587823706,0.32341337854186264,-0.5949033734662355,-1.244548587823706,0,0,0.013830465874360461,-0.013830465874360461
"Ryan McMahon","NYY","MLB","NYY",0.335243214912305,1.8375608776396093,1.5023176627273043,2,2,0,1,3.1257311461448682,1.644085134252629,1.4816460118922383,0.5259841801430578,0.3559148657473709,-1.4816460118922383,0,0,0.05209551910241447,-0.018762185769081136,4,3,1,0.75,2.5361582369738533,1.5169202871232745,1.019237949850579,0.5981173670509082,1.4830797128767255,-0.019237949850578903,1,0,0.024153887971179556,0.01394135012405854
"Maikel Garcia","KC","MLB","KC",2.3982810308651956,1.776211039608579,-0.6220699912566168,7,5,2,0.7142857142857143,5.801426669495599,3.5126078149435087,2.288818854552088,0.6054731042991723,1.4873921850564908,-0.2888188545520881,1,0,0.04958484332902221,0.010244216500037618,3,1,2,0.3333333333333333,3.1532207199265487,1.387645355591583,1.7655753643349663,0.44007238276168215,-0.3876453555915829,0.2344246356650339,0,0,0.018881561197164963,-0.0009174893408775373
