pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length,pa,bip,singles,doubles,triples,hrs,so,k_percent,bb,bb_percent,api_break_z_with_gravity,api_break_z_induced,api_break_x_arm,api_break_x_batter_in,hyper_speed,bbdist,hardhit_percent,barrels_per_bbe_percent,barrels_per_pa_percent,release_pos_z,release_pos_x,plate_x,plate_z,obp,barrels_total,batter_run_value_per_100,xobp,xslg,pitcher_run_value_per_100,xbadiff,xobpdiff,xslgdiff,wobadiff,swing_miss_percent,arm_angle,attack_angle,attack_direction,swing_path_tilt,rate_ideal_attack_angle,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
390,667755,"Soriano, José",756,51.6,0.146,0.037,0.204,0.183,0.207,0.28,0.209,12,82,88.3,7,2175,93,93.69,56,169,221,0.7000000000000028,6.82,109,152,117,149,306,327,294,8.987,-8.987,68.7,7.5,92,55,11,0,0,1,27,29.3,10,10.9,2.50177,0.17351,0.30967,0.30967,91.1,130,29.09090909090909,7.2727272727272725,4.3478260869565215,5.75,-2.34,0.22,1.87,0.239,4,-2.304358974,0.295,0.323,2.304358974,-0.063,-0.055999999999999994,-0.14,-0.073,33.1,34.2,11.525101597963562,-3.5478716105952905,33.10810984352294,0.5818181818181818,37.47587410776261,31.650993796588477
346,801403,"Dollander, Chase",626,55.3,0.19,0.165,0.25,0.354,0.263,0.261,0.19,15,79,89,3.3,2440,93.6,93.93,55,172,174,0.30000000000001137,6.45,109,152,122,146,299,327,296,3.127,-3.127,70.5,7.2,87,51,8,4,0,3,30,34.5,5,5.7,2.15494,0.48805,0.56988,0.56988,91.7,144,54.90196078431373,11.76470588235294,6.896551724137931,5.17,-1.83,0.3,2.33,0.241,6,-0.903757225,0.249,0.334,0.903757225,0,-0.008000000000000007,0.02,0.002,32,23.6,4.632117797054293,5.3182371043284595,30.63309190631309,0.3902439024390244,37.52578535702151,25.129977646168182
336,671737,"Bradley, Taj",708,47.5,0.243,0.122,0.286,0.365,0.311,0.342,0.271,18,74,93.4,13.9,2158,91.5,91.69,36,165,171,0.20000000000000284,6.46,110,153,123,147,299,324,285,1.072,-1.072,68.7,7.3,84,58,13,3,0,2,17,20.2,7,8.3,2.02259,0.73253,0.10979,0.10979,91.9,164,44.827586206896555,5.172413793103448,3.571428571428571,6.17,-1.16,0.08,2.17,0.321,3,-0.319047619,0.351,0.415,0.319047619,-0.028,-0.02999999999999997,-0.05,-0.031,21.8,58.4,6.588916670039749,-1.2123290316364599,30.201682476012767,0.5123456790123457,37.4050819740462,28.74500444675122
334,622491,"Castillo, Luis",661,50.5,0.366,0.085,0.455,0.451,0.394,0.389,0.339,26,71,91.5,11.1,2181,92,90.57,40,169,165,-1.4000000000000057,5.5,107,148,115,143,302,318,295,-4.428,4.428,72.4,7.3,78,56,22,3,0,1,15,19.2,6,7.7,2.13946,0.58087,0.89318,0.89318,92.5,151,50,8.928571428571429,6.41025641025641,5.16,-2.31,0.28,2.33,0.423,5,1.325748503,0.398,0.49,-1.325748503,0.027,0.024999999999999967,-0.039,0.005,23.7,18.2,8.924621298103146,-0.4273987273760016,31.41398914396047,0.5060975609756098,36.691052869174555,28.651307992867206
333,676440,"Bibee, Tanner",693,48.1,0.307,0.093,0.361,0.4,0.337,0.311,0.274,23,75,92.1,9.4,2383,87.9,88.32,32,151,182,0.3999999999999915,6.66,108,153,124,147,301,327,296,-0.438,0.438,70.6,8.0,80,62,18,4,0,1,13,16.3,5,6.3,2.43943,0.57429,0.05799,0.05799,92.5,138,46.774193548387096,6.451612903225806,5,6.42,-2.02,0.43,2.19,0.35,4,0.131531532,0.319,0.385,-0.131531532,0.033,0.030999999999999972,0.015,0.026,21.2,59.6,10.538224568463633,-4.637433105808512,30.19057172595704,0.45714285714285713,38.64094122731891,33.14929160622722
327,657746,"Ryan, Joe",637,51.3,0.185,0.077,0.255,0.262,0.245,0.257,0.171,12,65,87,22,2382,87.9,88.38,36,149,178,0.5,6.81,108,149,119,143,299,322,284,3.736,-3.736,68.8,7.2,75,47,7,5,0,0,20,26.7,8,10.7,2.44554,0.5789,0.36314,0.36314,90.8,153,31.914893617021278,6.382978723404255,4,4.78,-2.52,0.33,2.45,0.267,3,-1.142507645,0.265,0.269,1.142507645,0.014,0.0020000000000000018,-0.007,-0.012,24.2,24.7,10.055203309685025,-1.5704020874644211,31.876515051908655,0.5724137931034483,36.11448069893241,30.97185120133183
325,686799,"Kochanowicz, Jack",661,49.2,0.171,0.092,0.186,0.263,0.242,0.332,0.251,13,76,89.2,3.6,2331,92.1,92.22,33,137,188,0.10000000000000853,6.34,109,152,116,148,309,330,296,4.983,-4.983,70.0,7.2,86,61,10,1,0,2,16,18.6,9,10.5,2.4648,0.24074,0.59486,0.59486,93.3,119,42.3728813559322,10.16949152542373,6.976744186046512,6.26,-1.45,0.19,2.15,0.256,6,-1.533230769,0.33,0.427,1.533230769,-0.08,-0.07400000000000001,-0.164,-0.09,24.1,36.4,8.764276687356018,0.18043369235110718,33.869782771367966,0.5454545454545454,35.36368990824295,27.770399489929712
323,547179,"Lorenzen, Michael",615,52.5,0.266,0.076,0.303,0.342,0.306,0.302,0.265,21,79,89.6,9.2,2346,87.9,87.28,30,150,173,-0.6000000000000085,5.83,104,152,120,145,302,328,295,-0.248,0.248,69.6,7.4,86,67,17,3,0,1,12,14,5,5.8,2.58975,0.38447,0.43263,0.43263,92.8,131,48.484848484848484,1.5151515151515151,1.1627906976744187,5.79,-1.53,0.21,2.14,0.326,1,0.076780186,0.326,0.347,-0.076780186,0.001,0,-0.005,0.004,20,42.0,11.630593394928919,-1.7499643955156234,31.54083673148365,0.4897959183673469,37.23342291422188,30.516404250910387
321,656302,"Cease, Dylan",708,45.3,0.214,0.057,0.341,0.271,0.272,0.242,0.183,15,70,84.5,7.2,2610,92.4,92.47,55,145,176,0.09999999999999432,6.42,102,151,116,146,299,320,285,1.983,-1.983,67.8,7.3,79,42,13,1,0,1,28,35.4,8,10.1,1.98495,0.71941,0.0833,0.0833,90.3,139,26.82926829268293,2.4390243902439024,1.2658227848101267,6.11,-1.56,0.43,2.22,0.304,1,-0.617757009,0.278,0.234,0.617757009,0.031,0.025999999999999968,0.037,0.03,37.9,51.9,7.862723930059093,1.188889630337405,32.42247923738611,0.5625,39.93026924408657,28.160692165969603
311,641927,"Ober, Bailey",605,51.4,0.241,0.089,0.305,0.329,0.293,0.319,0.274,19,79,85.7,10.4,2187,83.3,84.31,34,145,166,1,7.08,109,153,122,146,297,323,285,1.413,-1.413,70.6,7.8,87,60,14,4,0,1,19,21.8,7,8,2.64727,0.68755,0.47868,0.47868,91.8,130,31.666666666666664,5,3.4482758620689653,5.91,-1.45,0.37,2.34,0.31,3,-0.454340836,0.341,0.37,0.454340836,-0.033,-0.031000000000000028,-0.041,-0.026,23.4,27.5,14.367560654633575,-10.724708277425549,29.579956107143545,0.6527777777777778,39.82528516863548,37.43015682084804
308,645261,"Alcantara, Sandy",670,46,0.209,0.07,0.25,0.279,0.248,0.241,0.213,18,86,86.2,10.3,2275,92.2,91.39,36,145,163,-0.7999999999999972,6.06,106,153,119,146,305,324,294,4.249,-4.249,70.6,7.4,92,69,14,3,0,1,17,18.5,5,5.4,2.1364,0.60446,0.6948,0.6948,91.8,116,34.78260869565217,1.4492753623188406,1.0869565217391304,5.93,-1.92,0.19,2.07,0.261,1,-1.379545455,0.265,0.265,1.379545455,-0.004,-0.0040000000000000036,0.014,0.007,24.8,34.0,9.024954764276044,0.10550891024099596,32.895010192559084,0.49295774647887325,35.62971998646675,29.09123234493094
305,701542,"Warren, Will",616,49.5,0.239,0.085,0.327,0.324,0.274,0.285,0.245,17,71,90.7,8.5,2633,91.3,91.41,36,147,158,0.10000000000000853,6.65,104,151,127,149,295,323,284,2.646,-2.646,70.5,7.1,75,50,13,3,0,1,21,28,3,4,2.10577,0.67787,0.33685,0.33685,92.2,141,44,4,2.666666666666667,5.51,-3.35,0.29,2.21,0.28,2,-0.867540984,0.286,0.36,0.867540984,-0.006,-0.00599999999999995,-0.036,-0.011,24.5,28.1,9.41550817844968,-1.8550611695068706,32.49932158571865,0.4965034965034965,36.9127182279167,29.09057482969463
305,608372,"Sugano, Tomoyuki",578,52.8,0.243,0.189,0.234,0.432,0.301,0.367,0.28,18,74,89.9,7.5,2350,88.6,88.57,19,140,165,0,6.2,108,152,121,146,307,334,297,-0.034,0.034,72.1,7.5,79,67,10,5,0,3,9,11.4,3,3.8,2.27859,0.63089,0.30349,0.30349,92.8,175,46.26865671641791,14.925373134328357,12.658227848101266,5.94,-2.51,0.43,2,0.266,10,0.011147541,0.313,0.528,-0.011147541,-0.037,-0.046999999999999986,-0.096,-0.066,13.6,41.2,9.263077080712787,-0.6823063323610371,31.539959076909884,0.609375,39.505383825358386,30.3514865937037
304,641816,"Mahle, Tyler",619,49.1,0.338,0.246,0.37,0.585,0.446,0.425,0.339,22,65,92.3,2.8,2257,89.2,89.71,26,121,183,0.5,6.73,108,152,124,147,296,323,292,-7.863,7.863,72.3,7.5,76,51,16,1,0,5,14,18.4,11,14.5,1.89026,1.0067,0.63106,0.63106,92.8,154,44,14.000000000000002,9.210526315789473,5.51,-1.85,0.49,2.13,0.434,7,2.586513158,0.436,0.542,-2.586513158,-0.001,-0.0020000000000000018,0.043,0.021,21.5,43.2,10.94063646157059,-0.49950635094669754,30.614678623110017,0.5128205128205128,37.81242718243491,30.452963115059248
300,808967,"Yamamoto, Yoshinobu",667,45,0.184,0.105,0.241,0.289,0.223,0.273,0.221,14,76,86.3,12.6,2205,90.6,91.04,54,153,147,0.4000000000000057,6.58,111,155,124,148,300,320,290,7.315,-7.315,70.3,7.4,80,55,8,5,0,1,22,27.5,3,3.8,2.35107,0.47651,0.42557,0.42557,91.9,138,36.36363636363637,9.090909090909092,6.25,5.48,-1.78,0.13,2.05,0.212,5,-2.438333333,0.248,0.386,2.438333333,-0.037,-0.036000000000000004,-0.097,-0.05,35.3,41.8,10.343918085562636,-2.8288000925905656,33.05645005005485,0.5675675675675675,36.21855062412802,30.74485985033533
299,668678,"Gallen, Zac",575,52,0.323,0.138,0.38,0.462,0.371,0.33,0.285,21,65,89.6,9.7,2284,89.7,90.05,30,146,153,0.3999999999999915,6.58,108,148,119,145,299,319,292,-1.235,1.235,69.9,7.6,71,53,16,3,0,2,13,18.3,5,7,2.20873,0.65224,0.12502,0.12502,91.9,148,45.28301886792453,5.660377358490567,4.225352112676056,6.03,-2.54,0.09,1.9,0.371,3,0.413043478,0.336,0.416,-0.413043478,0.038,0.034999999999999976,0.046,0.041,20.5,45.2,10.565006601802727,-5.929513472130305,34.63958159202634,0.578125,36.0775191826093,31.962257166745818
298,680573,"Woods Richardson, Simeon",594,50.2,0.342,0.274,0.317,0.616,0.441,0.374,0.293,25,73,89.1,20.2,1926,88.2,88.6,14,133,165,0.3999999999999915,6.69,108,150,120,144,297,322,285,-7.926,7.926,72.6,7.5,81,69,15,5,0,5,5,6.2,7,8.6,2.11869,0.84517,0.32747,0.32747,92.4,153,42.028985507246375,11.594202898550725,9.876543209876543,6.43,-1.21,0.07,1.93,0.4,8,2.659731544,0.355,0.508,-2.659731544,0.049,0.04500000000000004,0.108,0.067,10.5,46.5,9.278100099474962,-3.2531782549991988,30.631988118108083,0.552,35.465689273242546,31.717598136852295
297,677944,"Cecconi, Slade",605,49.1,0.324,0.282,0.31,0.606,0.42,0.395,0.302,23,71,84.7,14.2,2306,87.7,87.88,31,144,153,0.20000000000000284,6.56,106,152,119,146,303,325,303,-6.536,6.536,68.5,7.1,78,63,13,5,0,5,9,11.5,5,6.4,2.44603,0.59209,0.19483,0.19483,91.3,165,34.92063492063492,14.285714285714285,11.538461538461538,5.86,-2.08,0.34,2.52,0.372,9,2.200673401,0.356,0.571,-2.200673401,0.022,0.016000000000000014,0.035,0.025,21.5,39.1,8.858170069252623,-2.661965163185927,29.248354949329265,0.48936170212765956,36.98023878140249,31.403164513698396
296,676106,"Hancock, Emerson",647,45.7,0.23,0.162,0.28,0.392,0.293,0.29,0.235,17,74,87.7,13.4,2457,89.2,88.72,40,167,129,-0.5,6.19,113,151,116,145,305,320,295,3.641,-3.641,71.4,7.3,78,53,11,3,0,3,21,26.9,3,3.8,2.59402,0.37109,0.39838,0.39838,90.9,142,27.450980392156865,7.8431372549019605,5.128205128205128,5.12,-2.79,0.15,2.22,0.269,4,-1.230067568,0.276,0.392,1.230067568,-0.005,-0.007000000000000006,0,0.003,24,12.3,10.11847358189182,-3.24394479900775,32.034432367638644,0.4666666666666667,35.18771289026928,30.977859360042945
295,665795,"Cabrera, Edward",637,46.3,0.25,0.125,0.356,0.375,0.297,0.266,0.226,18,72,90.2,11.9,2193,91.3,91.39,56,156,139,0.10000000000000853,6.4,106,153,122,150,304,327,297,2.013,-2.013,70.3,7.6,76,47,13,3,0,2,25,32.9,4,5.3,2.42573,0.33586,0.70795,0.70795,92.5,141,38.297872340425535,12.76595744680851,7.894736842105263,5.95,-1.19,0.04,2.15,0.289,6,-0.682372881,0.267,0.336,0.682372881,0.024,0.021999999999999964,0.039,0.031,35.9,33.9,12.552836536429943,-4.4669940229033145,32.85054669090853,0.4966887417218543,36.85925172162767,31.10148088658133
294,669302,"Gilbert, Logan",732,40.2,0.282,0.205,0.317,0.487,0.343,0.349,0.316,22,78,91.3,14,1929,87.6,89.51,41,151,143,1.9000000000000057,7.53,108,150,114,144,299,317,291,-1.632,1.632,71.9,7.4,80,63,12,7,0,3,15,18.8,1,1.3,2.60728,0.42177,-0.13122,-0.13122,92.7,159,49.2063492063492,9.523809523809524,7.5,6.02,-0.73,-0.02,2.13,0.3,6,0.555102041,0.333,0.473,-0.555102041,-0.034,-0.03300000000000003,0.014,-0.006,27.2,45.5,11.317681156802415,-7.658486534323473,31.451028068143692,0.5694444444444444,36.54596055926124,34.72734200308018
291,681347,"Burrows, Mike",636,45.8,0.292,0.125,0.388,0.417,0.343,0.232,0.184,21,72,85.2,11.7,2311,90.3,90.14,51,162,129,-0.20000000000000284,6.4,111,151,119,148,292,330,294,-0.296,0.296,69.9,7.5,78,51,16,3,0,2,21,26.9,4,5.1,2.28773,0.56445,0.47856,0.47856,90.4,134,27.450980392156865,1.9607843137254901,1.282051282051282,5.94,-2.64,0.11,2.12,0.346,1,0.101718213,0.247,0.261,-0.101718213,0.108,0.09899999999999998,0.156,0.111,31.5,39.3,11.296094398399568,-6.555167943848774,31.043929800320242,0.54,36.1172172465211,33.25993947869218
288,669923,"Kirby, George",643,44.8,0.277,0.12,0.323,0.398,0.307,0.274,0.238,23,83,89.1,7.9,2254,93.2,93.59,37,165,123,0.3999999999999915,6.63,109,150,115,145,306,319,295,2.298,-2.298,69.6,7.1,85,65,19,1,0,3,18,21.2,1,1.2,2.24021,0.41851,0.39194,0.39194,92.3,141,41.53846153846154,6.153846153846154,4.705882352941177,5.75,-1.54,0.3,2.45,0.294,4,-0.797916667,0.256,0.373,0.797916667,0.039,0.03799999999999998,0.025,0.033,22.4,33.5,5.603183775318727,4.617549046103249,29.40413324362532,0.41358024691358025,38.64173500648451,25.672668764304916
287,683004,"Leiter, Jack",652,44,0.242,0.182,0.317,0.424,0.319,0.281,0.217,16,66,90.8,14.2,2356,92.7,92.99,48,144,143,0.29999999999999716,6.64,109,152,118,148,303,326,303,-0.932,0.932,69.5,7.2,71,44,11,1,1,3,22,31,4,5.6,1.92199,0.77558,0.3838,0.3838,92.1,171,50,9.090909090909092,5.633802816901409,5.67,-1.24,0.23,2.38,0.296,4,0.324738676,0.272,0.365,-0.324738676,0.025,0.023999999999999966,0.059,0.038,33.3,47.3,9.914535519108263,0.03295713629189782,32.31555213449204,0.5467625899280576,36.924025020446656,29.20269403766467
282,676974,"Meyer, Max",590,47.8,0.185,0.077,0.229,0.262,0.25,0.336,0.262,12,65,88.5,12.6,2533,91.2,90.43,48,148,134,-0.7999999999999972,6.01,106,152,121,145,306,325,295,2.711,-2.711,69.9,7.4,74,49,9,2,0,1,17,23,6,8.1,2.55074,0.21811,0.21061,0.21061,91.9,134,38.775510204081634,10.204081632653061,6.756756756756757,5.86,-1.08,0.28,1.97,0.27,5,-0.961347518,0.339,0.423,0.961347518,-0.077,-0.069,-0.161,-0.086,32.4,42.5,9.271153031677137,1.4078312687628927,31.75899502805147,0.5714285714285714,38.462328990789274,29.09556926671853
281,605400,"Nola, Aaron",640,43.9,0.236,0.194,0.318,0.431,0.299,0.267,0.215,17,72,86.5,8.5,2334,86.1,87.12,33,120,161,1,6.96,104,149,118,145,292,324,297,2.234,-2.234,71.0,7.6,74,47,10,3,1,3,25,33.8,2,2.7,2.83964,0.2842,0.30161,0.30161,91.4,119,31.914893617021278,10.638297872340425,6.756756756756757,4.97,-1.85,0.36,1.91,0.257,5,-0.795017794,0.236,0.384,0.795017794,0.021,0.02100000000000002,0.047,0.032,27.5,19.7,12.989188500163241,-9.97352295832896,32.1688074963551,0.680672268907563,37.65857979003007,36.37743735940881
281,677952,"Ashcraft, Braxton",604,46.5,0.214,0.1,0.255,0.314,0.251,0.248,0.2,15,70,89.2,8.9,2527,92.6,92.5,43,136,145,-0.09999999999999432,6.26,107,150,118,147,303,321,291,5.141,-5.141,70.6,7.4,76,56,10,4,0,1,16,21.1,4,5.3,2.27356,0.41171,0.3763,0.3763,91.8,116,36.36363636363637,7.2727272727272725,5.263157894736842,6.14,-0.94,0.24,2.13,0.25,4,-1.829537367,0.247,0.293,1.829537367,0.014,0.0030000000000000027,0.021,0.003,31.6,38.4,11.406342564045536,-1.4547453668048353,31.382713897653293,0.5864661654135338,37.78106654149928,30.26060015389303
278,605280,"Holmes, Clay",630,44.1,0.176,0.044,0.216,0.221,0.227,0.282,0.223,12,68,85,3.7,2380,89.2,88.24,36,152,126,-1,5.89,103,152,117,148,304,318,290,5.818,-5.818,69.3,7.5,75,52,11,0,0,1,16,21.3,6,8,2.98586,-0.06957,0.35112,0.35112,91.3,106,32.69230769230769,3.8461538461538463,2.666666666666667,6.41,-1.55,0.22,2.05,0.253,2,-2.092805755,0.296,0.329,2.092805755,-0.047,-0.04299999999999998,-0.108,-0.055,23.7,41.6,12.126015208998425,-5.3437399461912225,33.88625886630052,0.58,38.478665290462686,31.159547613441188
277,669358,"Baz, Shane",673,41.2,0.235,0.221,0.26,0.456,0.311,0.293,0.24,16,68,88.7,7.2,2456,90.9,91.37,29,136,141,0.5,6.55,108,151,120,144,305,319,291,0.812,-0.812,69.9,7.3,72,53,7,6,0,3,16,22.2,2,2.8,2.42238,0.35354,0.01513,0.01513,91.3,144,39.62264150943396,7.547169811320755,5.555555555555555,5.75,-1.31,0.52,2.15,0.264,4,-0.293140794,0.274,0.4,0.293140794,-0.005,-0.010000000000000009,0.056,0.018,21.3,37.8,7.097146708111123,1.9154138993186602,30.65832184194655,0.5,39.530668421724144,28.277114299767565
277,694477,"Patrick, Chad",537,51.6,0.204,0.111,0.244,0.315,0.295,0.327,0.233,11,54,87.9,17.7,2322,90.7,90.33,33,121,156,-0.4000000000000057,6.05,106,151,116,148,303,325,293,2.219,-2.219,70.2,7.3,63,42,7,3,0,1,12,19,9,14.3,1.88368,0.89805,0.37736,0.37736,91.4,161,42.857142857142854,9.523809523809524,6.349206349206349,5.57,-1.03,0.5,2.34,0.317,4,-0.801083032,0.342,0.384,0.801083032,-0.029,-0.025000000000000022,-0.069,-0.032,27.3,34.8,7.717848454323902,-1.6333113380070408,29.962552034114474,0.5371900826446281,38.96103567548648,29.011661931046284
276,656427,"Flaherty, Jack",593,46.5,0.245,0.17,0.333,0.415,0.355,0.339,0.231,13,53,90,26.3,2313,87.9,88.3,28,116,160,0.3999999999999915,6.66,110,151,119,145,302,327,293,-1.499,1.499,69.4,7.3,63,35,8,3,0,2,18,28.6,7,11.1,2.33844,0.66895,0.02761,0.02761,91.2,166,51.42857142857142,11.428571428571429,6.349206349206349,5.33,-2.31,0.45,1.87,0.365,4,0.543115942,0.353,0.397,-0.543115942,0.014,0.01200000000000001,0.018,0.016,24.1,27.5,8.590471159993129,-3.5917642303063606,32.217463828904904,0.5478260869565217,37.73859209942441,32.5196328722925
275,690997,"McLean, Nolan",640,43,0.197,0.098,0.324,0.295,0.239,0.193,0.164,12,61,83.8,13.1,2473,91.7,91.21,32,111,164,-0.5,6.33,105,152,123,147,305,323,288,3.479,-3.479,69.4,7.1,64,35,8,3,0,1,26,40.6,2,3.1,2.55215,0.22407,0.38876,0.38876,90.3,139,25.71428571428571,5.714285714285714,3.125,5.35,-3.82,0.07,2.29,0.234,2,-1.265090909,0.203,0.226,1.265090909,0.033,0.031,0.069,0.046,28.8,33.0,5.586966024202092,3.1494944221479866,34.41483035281414,0.4774774774774775,34.92074873817715,26.84611864035375
271,592332,"Gausman, Kevin",624,43.4,0.203,0.188,0.222,0.391,0.269,0.258,0.219,14,69,89.4,15.6,2007,88.9,89.28,40,148,123,0.3999999999999915,6.65,104,152,120,148,300,322,287,3.518,-3.518,70.9,7.4,71,49,9,1,0,4,20,28.2,2,2.8,2.04085,0.88837,0.88524,0.88524,92.1,147,40.816326530612244,10.204081632653061,7.042253521126761,5.89,-2.41,0.02,1.93,0.225,5,-1.298154982,0.241,0.357,1.298154982,-0.016,-0.015999999999999986,0.034,0.011,27,38.7,9.619196171396306,-5.395346487732178,35.16777729132307,0.36363636363636365,34.44598397893812,31.18996245560267
270,696149,"Chandler, Bubba",509,53,0.182,0.109,0.237,0.291,0.298,0.307,0.2,10,55,89.3,20.1,2407,94.7,95.29,32,127,143,0.5999999999999943,6.66,110,151,121,148,306,324,289,0.672,-0.672,68.7,7.1,69,39,6,3,0,1,17,24.6,12,17.4,1.63741,0.92967,0.24526,0.24526,91.1,176,33.33333333333333,2.564102564102564,1.4492753623188406,5.76,-1.11,0.02,2.6,0.333,1,-0.248888889,0.348,0.302,0.248888889,-0.018,-0.014999999999999958,-0.011,-0.009,25.2,48.8,6.590253229009035,3.958761579083739,27.681517262868695,0.5238095238095238,36.675883792696,27.23198139675508
268,693645,"Schlittler, Cam",695,38.6,0.145,0.058,0.196,0.203,0.176,0.211,0.175,10,69,80.7,4.1,2381,95.5,96.27,49,155,113,0.7999999999999972,6.82,105,151,125,150,295,321,285,6.485,-6.485,69.7,6.8,73,48,8,1,0,1,22,30.1,3,4.1,1.53765,0.97765,0.36716,0.36716,90.4,128,25,4.166666666666666,2.73972602739726,6.14,-1.7,0,2.59,0.181,2,-2.419776119,0.209,0.265,2.419776119,-0.03,-0.027999999999999997,-0.062,-0.035,31.6,43.7,5.223811970009704,2.6177026255818996,28.708871477641708,0.5460526315789473,35.50143656412799,26.92397037641901
267,657277,"Webb, Logan",669,39.9,0.194,0.045,0.26,0.239,0.228,0.29,0.255,13,67,93.7,1.9,1994,89.9,90.59,30,131,136,0.6999999999999886,6.79,107,151,127,145,296,323,292,6.269,-6.269,70.7,7.2,73,50,10,3,0,0,17,23.3,5,6.8,2.79446,0.04766,0.74169,0.74169,93.8,119,52.94117647058824,3.9215686274509802,2.73972602739726,4.94,-1.82,0.11,2.25,0.25,2,-2.347940075,0.307,0.343,2.347940075,-0.061,-0.056999999999999995,-0.104,-0.062,22.9,22.0,5.622347004270787,5.399687706462045,33.70905281504989,0.48360655737704916,35.58083135364927,25.210979768773132
264,680732,"Burke, Sean",625,42.2,0.172,0.109,0.222,0.281,0.228,0.257,0.221,11,64,89.3,15.2,2450,89.5,90.34,33,136,128,0.7999999999999972,6.88,107,152,123,145,303,327,295,5.13,-5.13,69.8,7.3,68,46,6,4,0,1,18,26.5,3,4.4,2.12958,0.76345,0.20313,0.20313,91.8,161,36.95652173913043,4.3478260869565215,2.941176470588235,6.31,-2.18,-0.03,2.59,0.221,2,-1.943181818,0.267,0.308,1.943181818,-0.049,-0.04600000000000001,-0.027,-0.029,24.3,42.6,8.900604763262397,1.1053416055192193,28.828281681738527,0.6106870229007634,38.03050287372051,28.426265230914694
262,669387,"Mlodzinski, Carmen",606,43.2,0.211,0.053,0.308,0.263,0.26,0.295,0.231,12,57,88.9,12.8,2110,90.3,90.52,21,105,157,0.20000000000000284,6.48,106,151,118,147,303,322,292,3.968,-3.968,69.4,7.0,65,39,9,3,0,0,19,29.2,7,10.8,2.47832,0.35234,0.53718,0.53718,91.7,133,46.15384615384615,5.128205128205128,3.076923076923077,5.26,-1.5,0.13,2.21,0.292,2,-1.514503817,0.314,0.331,1.514503817,-0.02,-0.02200000000000002,-0.068,-0.035,20,31.8,7.433210537739918,1.6462025758281342,32.87608006593399,0.42718446601941745,36.468853436288114,28.6918696244118
262,695505,"Burns, Chase",632,41.5,0.147,0.059,0.188,0.206,0.164,0.277,0.231,10,68,89.8,13.7,2627,94.6,94.55,50,132,130,-0.09999999999999432,6.35,106,153,116,148,303,325,286,8.454,-8.454,71.0,7.5,69,49,8,1,0,1,19,27.5,1,1.4,1.76511,0.80727,0.04513,0.04513,92.9,166,46.666666666666664,8.88888888888889,5.797101449275362,6.45,-1.28,0.43,2.21,0.159,4,-3.226717557,0.243,0.405,3.226717557,-0.084,-0.08399999999999999,-0.199,-0.113,37.9,53.3,9.288848392410038,-0.2364416675376365,29.543951514530708,0.5153846153846153,40.29472222199161,29.25036443462523
260,592791,"Taillon, Jameson",554,46.9,0.214,0.257,0.208,0.471,0.316,0.287,0.207,15,70,84.3,18.4,2515,85.7,86.31,35,134,126,0.5999999999999943,6.84,110,153,121,149,304,324,296,-2.337,2.337,70.7,7.9,74,53,7,3,0,5,17,23,3,4.1,2.42904,0.72638,-0.33,-0.33,91.5,153,32.075471698113205,13.20754716981132,9.45945945945946,6.05,-1.2,0.36,2.16,0.257,7,0.898846154,0.25,0.416,-0.898846154,0.007,0.007000000000000006,0.055,0.029,26.1,45.2,14.214511446059468,-10.457102873483434,31.296511718479987,0.5488721804511278,39.89033321909971,37.15504021013391
259,681517,"Leahy, Kyle",595,43.5,0.246,0.148,0.277,0.393,0.325,0.327,0.258,15,61,86.3,8,2309,90,91.29,24,125,134,1.2999999999999972,7.18,107,150,116,145,306,321,288,0.421,-0.421,67.7,7.1,69,49,10,3,0,2,12,17.4,4,5.8,2.19799,0.65109,-0.0617,-0.0617,92.0,146,38,10,7.246376811594203,5.6,-1.99,0.32,2.34,0.324,5,-0.162548263,0.334,0.402,0.162548263,-0.012,-0.010000000000000009,-0.009,-0.002,19.2,43.7,6.774501735871121,3.8516976445809745,29.774868861511656,0.5454545454545454,38.17427369807912,27.631365304097486
258,669194,"Nelson, Ryne",553,46.7,0.27,0.222,0.318,0.492,0.367,0.322,0.24,17,63,89.9,20.3,2343,93.4,93.93,38,135,123,0.5,6.54,111,150,121,148,301,320,294,-3.327,3.327,69.3,7.1,71,47,9,5,0,3,16,22.5,7,9.9,1.54136,1.085,0.02613,0.02613,92.5,196,50,12.5,8.450704225352112,6.32,-1.1,0.19,2.52,0.343,6,1.289534884,0.317,0.413,-1.289534884,0.03,0.026000000000000023,0.079,0.045,28.1,54.3,6.023667096929322,6.674588388957831,31.01322139140383,0.5436893203883495,37.742060913993114,24.41126262423348
