"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
666171,"Zeferjahn, Ryan","R",295,108,"36.5",-1.933940974030799,5.698610169491525,-0.10064603432127858,4.341993879573401
666200,"Luzardo, Jesús","L",563,143,"31.6",2.239522143655429,5.7578152753108345,0.26622636911376857,4.543396747751256
666277,"Soriano, George","R",224,138,"33.4",-1.9698569490915492,5.537366071428571,-0.010616764944614216,4.242967992822129
666661,"Morillo, Juan","R",211,109,"46.3",-1.6349885594204134,5.773649289099526,0.06412737537065666,3.995220797323669
667297,"Nance, Tommy","R",194,141,"46.1",-1.6360049188877435,6.413298969072165,0.06636596238307882,4.6451898652994466
667755,"Soriano, José","R",664,108,"32.7",-2.28802178881881,5.713463855421686,-0.3166650311137599,4.449901450319996
668390,"Winn, Cole","R",220,140,"38.8",-2.0649902831663676,5.4570454545454545,-0.25353340990115053,4.004117702155242
668674,"Erceg, Lucas","R",229,118,"43.9",-1.5690412969652534,5.953406113537118,0.10417260039386934,4.34398863110945
668678,"Gallen, Zac","R",431,109,"43.7",-1.3247593977637475,6.018422273781902,0.2431038045253959,4.520161956813943
668909,"Williams, Gavin","R",641,114,"31.6",-2.2610880763315864,5.861513260530421,-0.25515536233214037,4.6269463284306775
668933,"Ashcraft, Graham","R",246,113,"54.2",-1.1434226620389272,6.4089837398373986,0.24495845071953395,4.481090040650407
668941,"Romero, JoJo","L",240,138,"29.9",2.084880517119748,5.354,0.12079781008615567,4.226556251114082
668964,"Myers, Tobias","R",262,121,"64.5",-0.6584561280103574,6.008702290076336,0.3029501034140235,3.9914033140112397
668984,"Legumina, Casey","R",207,136,"18.5",-2.355716970259917,4.647777777777778,-0.31530723948780215,3.9664934825665004
669022,"Gore, MacKenzie","L",549,140,"48.1",1.5813720479568465,5.661129326047359,0.0630547277662514,3.967558152401547
669062,"Miller, Erik","L",216,137,"38.1",1.9926594697105318,6.457638888888889,0.031661939658018085,4.91993822167756
669084,"Hall, DL","L",264,158,"44.7",1.631957741318096,5.439166666666667,0.07005973336304218,3.890848131718252
669160,"May, Dustin","R",498,138,"31.3",-2.162784554627755,5.346526104417671,-0.16995043954785274,4.1320871570059206
669194,"Nelson, Ryne","R",371,109,"54.6",-1.0589514168184457,6.326981132075471,0.24108498757993763,4.495632908841067
669199,"Bachar, Lake","R",233,146,"38.6",-1.8439965602203434,5.771030042918455,0.03188563532318897,4.271891298111129
669276,"Lee, Dylan","L",211,144,"47.5",1.4276230770077387,6.552654028436019,-0.12686400427469566,4.852904629089895
669302,"Gilbert, Logan","R",642,136,"44.8",-1.486583621619518,6.025856697819314,0.2041863185177781,4.3410448642555295
669330,"Wells, Tyler","R",248,110,"52.5",-1.3570130306401833,7.001008064516129,0.18988453546374562,4.981871957478006
669358,"Baz, Shane","R",569,110,"37.5",-1.8155854624838665,5.759367311072056,0.019772480882431262,4.350484962516721
